CustomerID,TotalSpending,NumTransactions,NumProducts,TotalQuantity,AvgOrderValue,Recency,KMeansCluster,HierCluster,Country,RFM_Segment
12848,208.0,1,16,58,13.0,675,0,1,United Kingdom,Lost
12849,3090.56,6,123,1882,20.88216216216216,30,0,1,United Kingdom,Champion
12850,330.0,1,2,200,165.0,445,0,1,United Kingdom,Lost
12851,284.13,2,71,160,3.551625,96,0,1,United Kingdom,At Risk
12852,311.55,1,17,149,18.326470588235296,294,0,1,United Kingdom,Lost
12853,3907.5,11,111,1668,26.402027027027028,134,0,1,United Kingdom,At Risk
12854,2994.02,7,188,1635,11.298188679245284,78,0,1,United Kingdom,Loyal
12855,650.9399999999999,4,65,270,9.299142857142856,372,0,1,United Kingdom,Lost
12856,2179.93,6,155,1079,6.942452229299363,7,0,1,United Kingdom,Champion
12857,3688.0,6,71,1420,30.479338842975206,210,0,1,United Kingdom,Lost
12858,177.92,1,36,63,3.631020408163265,382,0,1,United Kingdom,Lost
12859,575.1,1,21,292,27.385714285714286,458,0,1,United Kingdom,Lost
12860,55.47,1,16,27,3.262941176470588,692,0,1,United Kingdom,Lost
12861,68.25,1,4,27,17.0625,619,0,1,United Kingdom,Lost
12862,1008.3199999999999,2,119,613,7.581353383458646,425,0,1,United Kingdom,Lost
12863,2792.5499999999997,6,24,895,58.178124999999994,51,0,1,United Kingdom,Champion
12864,299.57,2,5,447,42.79571428571428,137,0,1,United Kingdom,At Risk
12867,7913.29,13,365,7939,7.444299153339605,25,0,1,United Kingdom,Champion
12868,2247.06,8,86,1282,15.39082191780822,185,0,1,United Kingdom,Lost
12869,337.66999999999996,1,35,144,9.126216216216216,681,0,1,United Kingdom,Lost
12870,1676.95,3,85,906,18.031720430107526,374,0,1,United Kingdom,Lost
12871,744.02,3,13,484,41.33444444444444,83,0,1,United Kingdom,Loyal
12872,3685.4900000000002,12,217,1855,8.452958715596331,326,0,1,United Kingdom,Lost
12873,2027.3,3,33,786,57.92285714285714,281,0,1,United Kingdom,Lost
12875,1356.99,5,2,5187,169.62375,142,0,1,United Kingdom,At Risk
12877,2955.17,20,149,2262,10.668483754512636,3,0,1,United Kingdom,Champion
12878,854.99,2,38,547,18.191276595744682,235,0,1,United Kingdom,Lost
12879,573.22,3,7,370,57.322,44,0,1,United Kingdom,Loyal
12880,640.13,2,32,279,17.781388888888888,381,0,1,United Kingdom,Lost
12881,298.0,1,7,21,42.57142857142857,275,0,1,United Kingdom,Lost
12882,1463.04,2,12,246,112.54153846153847,8,0,1,United Kingdom,At Risk
12883,703.47,4,39,196,16.749285714285715,24,0,1,United Kingdom,Loyal
12884,309.05,1,7,43,44.15,87,0,1,United Kingdom,At Risk
12885,1175.22,3,66,655,16.552394366197184,62,0,1,United Kingdom,Loyal
12886,1378.4,2,75,770,16.809756097560978,67,0,1,United Kingdom,At Risk
12887,222.4,1,13,100,17.107692307692307,383,0,1,United Kingdom,Lost
12888,354.12,2,4,76,70.824,213,0,1,United Kingdom,Lost
12889,385.46000000000004,4,25,124,15.418400000000002,380,0,1,United Kingdom,Lost
12890,717.27,2,124,466,5.16021582733813,23,0,1,United Kingdom,At Risk
12891,840.5,11,2,2325,76.4090909090909,185,0,1,United Kingdom,Lost
12892,263.38,1,18,140,14.632222222222222,396,0,1,United Kingdom,Lost
12893,188.14,1,27,96,5.533529411764706,30,0,1,United Kingdom,At Risk
12894,157.35,1,21,33,7.492857142857143,574,0,1,United Kingdom,Lost
12895,372.8,2,22,210,16.945454545454545,41,0,1,United Kingdom,At Risk
12897,514.25,4,10,249,36.732142857142854,204,0,1,United Kingdom,Lost
12898,310.96000000000004,2,27,240,9.717500000000001,463,0,1,United Kingdom,Lost
12899,366.4,1,17,108,21.552941176470586,413,0,1,United Kingdom,Lost
12900,340.33,1,13,139,26.179230769230767,421,0,1,United Kingdom,Lost
12901,17654.54,28,30,23075,152.19431034482758,8,0,1,United Kingdom,Champion
12902,138.68,1,10,66,13.868,264,0,1,United Kingdom,Lost
12903,833.53,1,41,493,20.33,428,0,1,United Kingdom,Lost
12904,509.58,2,59,302,7.0775,17,0,1,United Kingdom,At Risk
12905,1018.42,2,52,532,18.85962962962963,576,0,1,United Kingdom,Lost
12906,2919.81,5,55,1749,46.34619047619047,11,0,1,United Kingdom,Champion
12907,508.91,2,23,177,20.3564,395,0,1,United Kingdom,Lost
12908,1776.0,5,1,3000,355.2,175,0,1,United Kingdom,At Risk
12909,3103.19,8,120,1948,19.640443037974684,39,0,1,United Kingdom,Champion
12910,5796.52,13,75,3632,42.31036496350365,22,0,1,United Kingdom,Champion
12911,1680.47,1,220,820,6.77608870967742,551,0,1,United Kingdom,Lost
12912,1662.3,5,17,670,69.2625,2,0,1,United Kingdom,Champion
12913,6700.860000000001,13,52,3232,69.80062500000001,4,0,1,United Kingdom,Champion
12914,223.98,1,9,336,24.886666666666667,400,0,1,United Kingdom,Lost
12915,1174.75,4,46,452,16.09246575342466,148,0,1,United Kingdom,At Risk
12916,4654.0199999999995,7,82,1774,25.293586956521736,138,0,1,United Kingdom,At Risk
12917,4359.2,6,45,1104,87.184,127,0,1,United Kingdom,At Risk
12918,10953.5,1,1,1,10953.5,625,0,1,United Kingdom,Lost
12919,1335.19,6,34,673,26.7038,7,0,1,United Kingdom,Champion
12920,488.09000000000003,4,59,421,8.134833333333335,16,0,1,United Kingdom,Loyal
12921,35921.04,74,322,21708,23.41658409387223,8,0,1,United Kingdom,Champion
12922,405.38,1,28,370,14.477857142857143,160,0,1,United Kingdom,At Risk
12923,789.87,3,54,237,12.73983870967742,63,0,1,United Kingdom,Loyal
12924,2469.4,12,56,1423,33.37027027027027,87,0,1,United Kingdom,Loyal
12925,729.3299999999999,3,46,649,14.586599999999999,4,0,1,United Kingdom,Loyal
12926,1548.46,4,202,766,5.651313868613139,410,0,1,United Kingdom,Lost
12927,197.31,1,11,145,17.937272727272727,394,0,1,United Kingdom,Lost
12928,4304.89,12,94,2899,24.049664804469277,34,0,1,United Kingdom,Champion
12929,117.85,1,8,37,14.73125,311,0,1,United Kingdom,Lost
12930,415.8,2,20,252,16.632,77,0,1,United Kingdom,At Risk
12931,92347.34,57,37,62906,423.61165137614677,21,1,0,United Kingdom,Champion
12932,1698.56,8,69,1609,17.87957894736842,538,0,1,United Kingdom,Lost
12933,1687.03,8,227,959,5.699425675675675,23,0,1,United Kingdom,Champion
12934,181.65,1,2,31,90.825,736,0,1,United Kingdom,Lost
12935,4243.86,15,113,3201,16.70811023622047,1,0,1,United Kingdom,Champion
12936,1063.9,4,56,559,17.15967741935484,16,0,1,United Kingdom,Loyal
12937,3097.61,9,128,1983,14.274700460829493,14,0,1,United Kingdom,Champion
12938,114.14,1,9,140,12.682222222222222,25,0,1,United Kingdom,At Risk
12939,25264.8,20,24,10328,293.7767441860465,63,0,1,United Kingdom,Loyal
12940,913.54,2,87,411,9.227676767676767,54,0,1,United Kingdom,At Risk
12941,377.49,1,27,381,13.981111111111112,723,0,1,United Kingdom,Lost
12942,942.65,3,68,272,10.358791208791208,130,0,1,United Kingdom,At Risk
12943,496.5,2,22,222,19.86,557,0,1,United Kingdom,Lost
12944,604.51,2,29,289,20.150333333333332,35,0,1,United Kingdom,At Risk
12945,900.11,2,47,446,17.64921568627451,287,0,1,United Kingdom,Lost
12946,324.45,1,20,149,16.2225,436,0,1,United Kingdom,Lost
12947,1908.03,6,83,1349,16.737105263157893,143,0,1,United Kingdom,At Risk
12948,2317.43,9,89,1304,18.53944,15,0,1,United Kingdom,Champion
12949,15526.7,22,347,8233,21.715664335664336,30,0,1,United Kingdom,Champion
12950,1843.0,3,13,1380,80.1304347826087,1,0,1,United Kingdom,Loyal
12951,3213.7200000000003,15,110,1662,16.56556701030928,8,0,1,United Kingdom,Champion
12952,1387.79,4,64,653,17.566962025316457,5,0,1,United Kingdom,Loyal
12953,828.8100000000001,2,45,364,17.266875000000002,9,0,1,United Kingdom,At Risk
12954,162.45,1,10,83,16.244999999999997,638,0,1,United Kingdom,Lost
12955,4757.16,11,81,3664,26.428666666666665,0,0,1,United Kingdom,Champion
12956,521.89,4,42,340,12.425952380952381,305,0,1,United Kingdom,Lost
12957,8706.97,13,402,4686,17.769326530612243,9,0,1,United Kingdom,Champion
12958,539.49,2,45,131,9.464736842105264,399,0,1,United Kingdom,Lost
12959,150.95,1,8,109,18.86875,483,0,1,United Kingdom,Lost
12960,1322.07,4,49,1379,18.886714285714284,413,0,1,United Kingdom,Lost
12961,211.99,1,37,180,5.29975,378,0,1,United Kingdom,Lost
12962,266.39,2,15,129,16.649375,6,0,1,United Kingdom,At Risk
12963,3601.59,12,129,1809,18.955736842105264,7,0,1,United Kingdom,Champion
12964,132.24,1,26,56,5.086153846153847,436,0,1,United Kingdom,Lost
12965,771.91,1,108,283,7.081743119266055,88,0,1,United Kingdom,At Risk
12966,160.18,1,10,75,16.018,9,0,1,United Kingdom,At Risk
12967,4306.92,3,47,1272,53.8365,357,0,1,United Kingdom,Lost
12968,135.95,1,5,73,27.189999999999998,111,0,1,United Kingdom,At Risk
12969,122.45,1,5,55,24.490000000000002,602,0,1,United Kingdom,Lost
12970,1524.97,10,280,1014,3.9816449086161882,6,0,1,United Kingdom,Champion
12971,15972.79,116,102,14587,37.58303529411765,3,0,1,United Kingdom,Champion
12972,1161.2,4,69,844,15.08051948051948,413,0,1,United Kingdom,Lost
12973,385.55,1,6,31,64.25833333333334,413,0,1,United Kingdom,Lost
12974,408.95,2,27,104,12.7796875,197,0,1,United Kingdom,Lost
12975,2100.09,6,92,911,18.750803571428573,436,0,1,United Kingdom,Lost
12976,3156.38,8,106,2684,20.495974025974025,211,0,1,United Kingdom,Lost
12977,517.63,4,54,131,8.773389830508474,155,0,1,United Kingdom,At Risk
12978,2502.82,5,126,1394,15.35472392638037,384,0,1,United Kingdom,Lost
12980,16245.78,21,7,1910,312.4188461538462,157,0,1,United Kingdom,At Risk
12981,372.21999999999997,2,12,242,18.610999999999997,29,0,1,United Kingdom,At Risk
12982,2744.81,8,139,1729,15.420280898876404,242,0,1,United Kingdom,Lost
12983,490.08000000000004,1,30,638,16.336000000000002,597,0,1,United Kingdom,Lost
12984,97.5,1,4,26,24.375,18,0,1,United Kingdom,At Risk
12985,1239.38,2,73,1533,16.30763157894737,0,0,1,United Kingdom,At Risk
12986,2729.84,10,61,1164,26.763137254901963,428,0,1,United Kingdom,Lost
12987,1312.21,5,61,585,19.881969696969698,73,0,1,United Kingdom,Loyal
12988,535.32,1,75,136,5.818695652173914,291,0,1,United Kingdom,Lost
12989,13551.75,33,50,6935,139.70876288659792,2,0,1,United Kingdom,Champion
12990,955.5,7,9,480,35.388888888888886,30,0,1,United Kingdom,Champion
12991,764.82,3,45,483,16.996000000000002,22,0,1,United Kingdom,Loyal
12992,93.35000000000001,1,6,21,15.558333333333335,724,0,1,United Kingdom,Lost
12993,1259.6299999999999,8,57,751,16.57407894736842,22,0,1,United Kingdom,Champion
12994,974.4200000000001,3,52,459,15.97409836065574,3,0,1,United Kingdom,Loyal
12995,211.32,1,3,108,70.44,84,0,1,United Kingdom,At Risk
12996,355.5,1,22,122,16.15909090909091,375,0,1,United Kingdom,Lost
12997,2110.91,8,65,1186,19.728130841121494,21,0,1,United Kingdom,Champion
12998,920.08,3,58,1124,15.86344827586207,492,0,1,United Kingdom,Lost
12999,455.88,3,25,342,16.28142857142857,195,0,1,United Kingdom,Lost
13000,1032.5,4,57,548,16.653225806451612,106,0,1,United Kingdom,At Risk
13001,24172.100000000002,33,300,13539,23.559551656920082,3,0,1,United Kingdom,Champion
13002,414.13,3,19,201,18.00565217391304,317,0,1,United Kingdom,Lost
13003,149.05,3,4,103,24.84166666666667,105,0,1,United Kingdom,At Risk
13004,11650.85,36,417,8768,14.295521472392638,11,0,1,United Kingdom,Champion
13005,999.68,4,41,462,17.85142857142857,173,0,1,United Kingdom,At Risk
13006,81.57,1,4,55,20.3925,55,0,1,United Kingdom,At Risk
13007,175.25,1,11,59,15.931818181818182,579,0,1,United Kingdom,Lost
13008,612.13,3,31,379,17.489428571428572,322,0,1,United Kingdom,Lost
13009,234.0,1,4,120,58.5,672,0,1,United Kingdom,Lost
13010,330.12,2,10,323,27.51,373,0,1,United Kingdom,Lost
13011,101.10000000000001,1,3,26,16.85,371,0,1,United Kingdom,Lost
13012,2972.83,11,95,1563,19.30409090909091,8,0,1,United Kingdom,Champion
13013,12625.77,29,289,6463,22.790198555956678,0,0,1,United Kingdom,Champion
13014,5381.08,11,140,1979,24.02267857142857,10,0,1,United Kingdom,Champion
13015,6586.42,11,260,3535,18.872263610315187,52,0,1,United Kingdom,Champion
13016,789.89,3,39,527,16.806170212765956,72,0,1,United Kingdom,Loyal
13017,204.0,1,1,48,204.0,6,0,1,United Kingdom,At Risk
13018,9763.16,35,401,6746,16.190978441127694,15,0,1,United Kingdom,Champion
13019,1229.95,6,46,397,22.362727272727273,378,0,1,United Kingdom,Lost
13020,618.96,2,38,278,15.870769230769232,562,0,1,United Kingdom,Lost
13021,4887.24,17,166,2546,19.016498054474706,3,0,1,United Kingdom,Champion
13023,1449.03,3,69,585,19.066184210526316,63,0,1,United Kingdom,Loyal
13024,555.87,2,26,181,17.931290322580644,470,0,1,United Kingdom,Lost
13025,323.39,1,13,241,24.876153846153844,731,0,1,United Kingdom,Lost
13026,1733.08,9,52,2466,21.13512195121951,0,0,1,United Kingdom,Champion
13027,17335.2,19,7,43080,201.57209302325583,113,0,1,United Kingdom,At Risk
13028,661.3199999999999,2,40,798,14.695999999999998,22,0,1,United Kingdom,At Risk
13029,1927.3,5,13,194,113.37058823529412,30,0,1,United Kingdom,Champion
13030,1227.22,2,76,598,7.718364779874214,10,0,1,United Kingdom,At Risk
13031,3419.27,5,275,2399,7.860390804597701,406,0,1,United Kingdom,Lost
13032,2843.55,9,147,1281,13.412971698113209,51,0,1,United Kingdom,Champion
13033,220.55,2,12,98,16.965384615384615,356,0,1,United Kingdom,Lost
13034,922.68,3,42,522,16.776,54,0,1,United Kingdom,Loyal
13035,1364.2,3,27,926,32.48095238095238,73,0,1,United Kingdom,Loyal
13036,307.1,1,6,38,51.18333333333334,684,0,1,United Kingdom,Lost
13037,3914.9500000000003,12,181,2130,16.87478448275862,137,0,1,United Kingdom,At Risk
13038,908.46,3,24,360,32.445,79,0,1,United Kingdom,Loyal
13039,1010.73,4,37,290,18.37690909090909,583,0,1,United Kingdom,Lost
13040,676.99,2,38,355,15.743953488372092,8,0,1,United Kingdom,At Risk
13041,799.13,4,23,335,22.832285714285714,450,0,1,United Kingdom,Lost
13042,1556.54,3,164,830,7.82180904522613,597,0,1,United Kingdom,Lost
13043,516.42,1,13,254,39.72461538461538,272,0,1,United Kingdom,Lost
13044,4853.9,11,356,2553,11.584486873508352,290,0,1,United Kingdom,Lost
13045,808.92,3,41,405,17.976,98,0,1,United Kingdom,At Risk
13046,949.25,3,50,505,16.950892857142858,30,0,1,United Kingdom,Loyal
13047,8795.16,24,190,3429,22.266227848101266,31,0,1,United Kingdom,Champion
13048,4084.21,9,125,2705,15.239589552238806,13,0,1,United Kingdom,Champion
13049,1408.24,4,19,620,54.16307692307692,63,0,1,United Kingdom,Loyal
13050,12344.53,35,513,7206,12.23442021803766,14,0,1,United Kingdom,Champion
13051,155.8,2,4,72,38.95,578,0,1,United Kingdom,Lost
13052,3168.53,7,161,1454,12.523833992094863,211,0,1,United Kingdom,Lost
13053,127.65,1,17,47,7.508823529411765,621,0,1,United Kingdom,Lost
13055,2321.11,4,145,1821,15.072142857142858,77,0,1,United Kingdom,Loyal
13056,209.48,1,18,158,11.025263157894736,550,0,1,United Kingdom,Lost
13057,722.09,3,34,466,17.611951219512196,529,0,1,United Kingdom,Lost
13058,271.40000000000003,3,5,52,33.925000000000004,24,0,1,United Kingdom,Loyal
13059,2303.17,10,155,864,11.401831683168318,249,0,1,United Kingdom,Lost
13060,307.53,1,15,123,20.502,253,0,1,United Kingdom,Lost
13061,248.61,1,10,107,24.861,71,0,1,United Kingdom,At Risk
13062,346.98,1,11,343,31.543636363636367,190,0,1,United Kingdom,Lost
13063,188.4,1,12,116,15.700000000000001,480,0,1,United Kingdom,Lost
13064,1680.74,6,58,670,17.880212765957445,12,0,1,United Kingdom,Champion
13065,1260.91,5,49,455,16.59092105263158,372,0,1,United Kingdom,Lost
13066,470.8,2,48,322,9.808333333333334,23,0,1,United Kingdom,At Risk
13067,508.51,3,24,131,15.8909375,81,0,1,United Kingdom,Loyal
13068,344.0,2,1,200,172.0,9,0,1,United Kingdom,At Risk
13069,9683.13,38,573,15404,8.676639784946236,0,0,1,United Kingdom,Champion
13070,751.7,4,12,372,22.77878787878788,191,0,1,United Kingdom,Lost
13071,129.22,1,12,30,10.768333333333333,611,0,1,United Kingdom,Lost
13072,177.15,1,7,69,25.307142857142857,266,0,1,United Kingdom,Lost
13073,418.08,2,25,261,15.484444444444444,410,0,1,United Kingdom,Lost
13074,1378.74,4,26,826,47.54275862068965,510,0,1,United Kingdom,Lost
13075,919.61,1,22,485,41.80045454545455,129,0,1,United Kingdom,At Risk
13076,135.4,1,9,44,15.044444444444444,457,0,1,United Kingdom,Lost
13077,3064.67,11,208,2785,8.831902017291066,0,0,1,United Kingdom,Champion
13078,29532.45,57,153,12183,36.86947565543071,2,0,1,United Kingdom,Champion
13079,419.18,6,11,158,24.657647058823528,3,0,1,United Kingdom,Loyal
13080,280.73,4,17,193,14.775263157894738,178,0,1,United Kingdom,At Risk
13081,59205.15,28,738,41423,25.150870858113848,11,0,1,United Kingdom,Champion
13082,7335.75,21,99,8466,56.866279069767444,125,0,1,United Kingdom,At Risk
13083,395.43,3,19,307,17.974090909090908,3,0,1,United Kingdom,Loyal
13084,122.39999999999999,1,2,144,61.199999999999996,491,0,1,United Kingdom,Lost
13085,2433.28,8,50,944,28.96761904761905,157,0,1,United Kingdom,At Risk
13086,439.33000000000004,1,47,155,9.34744680851064,382,0,1,United Kingdom,Lost
13087,313.64,1,15,86,20.909333333333333,725,0,1,United Kingdom,Lost
13088,236.11,1,19,76,11.8055,416,0,1,United Kingdom,Lost
13089,116737.86,203,857,60229,34.72274241522903,2,1,0,United Kingdom,Champion
13090,14103.09,24,163,3445,49.83424028268551,8,0,1,United Kingdom,Champion
13091,2321.82,3,41,1339,51.596000000000004,27,0,1,United Kingdom,Loyal
13092,2140.28,12,52,664,20.38361904761905,70,0,1,United Kingdom,Loyal
13093,54943.65,55,199,26227,52.327285714285715,275,0,1,United Kingdom,Lost
13094,2433.1200000000003,13,5,2088,76.03500000000001,20,0,1,United Kingdom,Champion
13095,74.39999999999999,1,6,144,12.399999999999999,70,0,1,United Kingdom,At Risk
13096,419.70000000000005,1,1,6,419.70000000000005,393,0,1,United Kingdom,Lost
13097,13389.22,28,390,5396,13.165408062930187,32,0,1,United Kingdom,Champion
13098,28882.44,28,156,15968,50.49377622377622,0,0,1,United Kingdom,Champion
13099,207.35999999999999,1,1,288,207.35999999999999,98,0,1,United Kingdom,At Risk
13101,695.4,4,48,478,13.635294117647058,233,0,1,United Kingdom,Lost
13102,11696.92,37,212,6576,23.774227642276422,0,0,1,United Kingdom,Champion
13103,709.64,3,27,426,21.504242424242424,39,0,1,United Kingdom,Loyal
13104,1709.1,9,15,834,56.97,2,0,1,United Kingdom,Champion
13105,72.0,1,1,100,72.0,435,0,1,United Kingdom,Lost
13106,603.46,2,15,231,37.71625,132,0,1,United Kingdom,At Risk
13107,5253.07,9,142,4316,29.511629213483143,43,0,1,United Kingdom,Champion
13108,1098.52,2,27,1043,24.411555555555555,372,0,1,United Kingdom,Lost
13109,1134.03,3,57,757,16.20042857142857,59,0,1,United Kingdom,Loyal
13110,2957.4700000000003,12,167,763,11.735992063492064,30,0,1,United Kingdom,Champion
13111,321.88000000000005,1,12,180,26.823333333333338,718,0,1,United Kingdom,Lost
13112,20.6,1,2,11,10.3,540,0,1,United Kingdom,Lost
13113,18625.73,37,166,4545,47.51461734693878,0,0,1,United Kingdom,Champion
13114,234.38,1,16,74,14.64875,730,0,1,United Kingdom,Lost
13115,5494.7,10,178,3934,17.49904458598726,11,0,1,United Kingdom,Champion
13116,501.14,1,30,291,16.704666666666665,137,0,1,United Kingdom,At Risk
13117,2643.81,18,122,2067,14.06281914893617,21,0,1,United Kingdom,Champion
13118,2415.41,9,111,834,16.320337837837837,19,0,1,United Kingdom,Champion
13119,134.9,1,11,110,12.263636363636364,668,0,1,United Kingdom,Lost
13120,30.599999999999998,1,1,12,30.599999999999998,238,0,1,United Kingdom,Lost
13121,283.73,1,50,252,5.674600000000001,268,0,1,United Kingdom,Lost
13122,922.39,2,54,585,16.77072727272727,93,0,1,United Kingdom,At Risk
13123,506.75,2,36,268,11.261111111111111,472,0,1,United Kingdom,Lost
13124,4782.45,4,216,2783,16.048489932885907,89,0,1,United Kingdom,Loyal
13125,158.57,1,20,54,7.55095238095238,523,0,1,United Kingdom,Lost
13126,3998.25,13,183,3409,15.929282868525897,4,0,1,United Kingdom,Champion
13127,259.17,1,15,127,17.278000000000002,77,0,1,United Kingdom,At Risk
13128,263.5,1,1,31,263.5,630,0,1,United Kingdom,Lost
13129,233.25,2,10,296,21.204545454545453,451,0,1,United Kingdom,Lost
13130,64.0,1,2,32,32.0,93,0,1,United Kingdom,At Risk
13131,3313.77,7,107,1523,22.24006711409396,22,0,1,United Kingdom,Champion
13132,77.3,1,3,20,25.766666666666666,261,0,1,United Kingdom,Lost
13133,200.45000000000002,3,12,55,16.70416666666667,273,0,1,United Kingdom,Lost
13134,2475.23,6,110,1364,20.456446280991734,85,0,1,United Kingdom,Loyal
13135,3371.45,2,18,4423,187.30277777777778,196,0,1,United Kingdom,Lost
13136,6274.56,13,204,3109,19.919238095238097,55,0,1,United Kingdom,Champion
13137,7712.7,16,628,4294,5.352324774462179,10,0,1,United Kingdom,Champion
13138,1467.24,7,41,718,14.82060606060606,21,0,1,United Kingdom,Champion
13139,8202.98,8,214,4614,30.954641509433962,15,0,1,United Kingdom,Champion
13140,1215.68,5,89,648,9.964590163934426,107,0,1,United Kingdom,At Risk
13141,7668.58,17,285,5169,18.043717647058823,84,0,1,United Kingdom,Loyal
13142,307.09,1,23,258,13.351739130434781,18,0,1,United Kingdom,At Risk
13143,405.1,1,23,198,17.61304347826087,584,0,1,United Kingdom,Lost
13144,135.35,2,6,29,22.558333333333334,332,0,1,United Kingdom,Lost
13145,1423.52,7,5,266,142.352,39,0,1,United Kingdom,Champion
13146,228.91,1,16,154,13.465294117647058,25,0,1,United Kingdom,At Risk
13147,712.8000000000001,4,1,144,178.20000000000002,9,0,1,United Kingdom,Loyal
13148,8621.81,26,451,4571,10.872395964691046,28,0,1,United Kingdom,Champion
13149,1676.06,4,76,1280,19.48906976744186,13,0,1,United Kingdom,Loyal
13150,449.96999999999997,3,7,171,56.246249999999996,483,0,1,United Kingdom,Lost
13151,2580.7400000000002,3,131,832,14.663295454545455,295,0,1,United Kingdom,Lost
13152,2146.38,7,114,977,15.899111111111113,416,0,1,United Kingdom,Lost
13153,486.22,1,15,418,32.41466666666667,5,0,1,United Kingdom,At Risk
13154,1624.84,3,78,976,17.471397849462363,398,0,1,United Kingdom,Lost
13155,1750.18,6,79,909,10.671829268292683,32,0,1,United Kingdom,Champion
13156,1586.54,3,94,914,15.255192307692308,384,0,1,United Kingdom,Lost
13157,5687.36,9,173,4762,22.658804780876494,48,0,1,United Kingdom,Champion
13158,1508.18,5,70,992,15.081800000000001,94,0,1,United Kingdom,At Risk
13159,1437.85,4,114,1059,11.883057851239668,8,0,1,United Kingdom,Loyal
13160,91.8,1,4,56,22.95,21,0,1,United Kingdom,At Risk
13161,478.88,2,30,106,14.08470588235294,312,0,1,United Kingdom,Lost
13162,9275.49,16,186,5755,38.972647058823526,121,0,1,United Kingdom,At Risk
13163,17.65,1,2,3,8.825,609,0,1,United Kingdom,Lost
13164,372.2,2,7,120,37.22,568,0,1,United Kingdom,Lost
13165,1451.16,3,47,1736,29.615510204081634,45,0,1,United Kingdom,Loyal
13166,884.18,2,55,527,12.814202898550723,282,0,1,United Kingdom,Lost
13167,1125.15,5,64,1007,13.890740740740743,18,0,1,United Kingdom,Champion
13168,1875.31,5,127,912,10.418388888888888,35,0,1,United Kingdom,Champion
13169,840.08,3,16,296,46.67111111111112,63,0,1,United Kingdom,Loyal
13170,116.00999999999999,1,29,147,3.6253124999999997,26,0,1,United Kingdom,At Risk
13171,468.41,3,37,229,10.182826086956522,21,0,1,United Kingdom,Loyal
13172,69.6,1,1,48,69.6,399,0,1,United Kingdom,Lost
13173,2639.35,11,160,1620,10.5574,3,0,1,United Kingdom,Champion
13174,9494.84,12,602,4541,8.387667844522968,15,0,1,United Kingdom,Champion
